ID	PATH	INFO
32845	32845.jpg	AUTHOR: REMBRANDT Harmenszoon van Rijn, BORN-DIED: (b. 1606, Leiden, d. 1669, Amsterdam), TITLE: Man in Armour (Mars?), DATE: 1650s, TECHNIQUE: Oil on canvas, 102 x 91 cm, LOCATION: Metropolitan Museum of Art, New York, FORM: painting, TYPE: portrait, SCHOOL: Dutch, TIMELINE: 1601-1650
34486	34486.jpg	AUTHOR: RUBENS, Peter Paul, BORN-DIED: (b. 1577, Siegen, d. 1640, Antwerpen), TITLE: Portrait of Helene Fourment, DATE: c. 1630, TECHNIQUE: Oil on canvas, LOCATION: Musées Royaux des Beaux-Arts, Brussels, FORM: painting, TYPE: portrait, SCHOOL: Flemish, TIMELINE: 1601-1650
34602	34602.jpg	AUTHOR: RUISDAEL, Jacob Isaackszon van, BORN-DIED: (b. ca. 1628, Haarlem, d. 1682, Amsterdam), TITLE: The Dam Square in Amsterdam (detail), DATE: c. 1670, TECHNIQUE: Oil on canvas, LOCATION: Staatliche Museen, Berlin, FORM: painting, TYPE: landscape, SCHOOL: Dutch, TIMELINE: 1651-1700
34926	34926.jpg	AUTHOR: SALVIATI, Cecchino del, BORN-DIED: (b. 1510, Firenze, d. 1563, Roma), TITLE: Charity, DATE: 1554-58, TECHNIQUE: Oil on wood, 156 x 122 cm, LOCATION: Galleria degli Uffizi, Florence, FORM: painting, TYPE: religious, SCHOOL: Italian, TIMELINE: 1501-1550
35186	35186.jpg	AUTHOR: SARACENI, Carlo, BORN-DIED: (b. 1579, Venezia, d. 1620, Venezia), TITLE: The Rest on the Flight into Egypt, DATE: 1606, TECHNIQUE: Oil on canvas, 180 x 125 cm, LOCATION: Eremo dei Camaldolesi, Frascati, FORM: painting, TYPE: religious, SCHOOL: Italian, TIMELINE: 1601-1650
35574	35574.jpg	AUTHOR: SCHUFFENECKER, Emile, BORN-DIED: (b. 1851, Fresne-Saint-Mames, d. 1934, Paris), TITLE: Female Nude Seated on a Bed, DATE: 1885, TECHNIQUE: Oil on canvas, 65 x 45 cm, LOCATION: Private collection, FORM: painting, TYPE: other, SCHOOL: French, TIMELINE: 1851-1900
36035	36035.jpg	AUTHOR: SIMONE MARTINI, BORN-DIED: (b. 1280/85, Siena, d. 1344, Avignon), TITLE: Maestà (detail), DATE: 1315, TECHNIQUE: Fresco, 99 x 85 cm (size of detail), LOCATION: Palazzo Pubblico, Siena, FORM: painting, TYPE: religious, SCHOOL: Italian, TIMELINE: 1301-1350
36711	36711.jpg	AUTHOR: STEEN, Jan, BORN-DIED: (b. 1626, Leiden, d. 1679, Leiden), TITLE: Self-Portrait as a Lutenist, DATE: 1652-55, TECHNIQUE: Oil on panel, 55 x 44 cm, LOCATION: Museo Thyssen-Bornemisza, Madrid, FORM: painting, TYPE: portrait, SCHOOL: Dutch, TIMELINE: 1651-1700
37121	37121.jpg	AUTHOR: SUSTERMANS, Justus, BORN-DIED: (b. 1597, Antwerpen, d. 1681, Firenze), TITLE: Portrait of Vittoria della Rovere, DATE: 1628-30, TECHNIQUE: Oil on canvas, 114 x 92 cm, LOCATION: Museo di Palazzo Martelli, Florence, FORM: painting, TYPE: portrait, SCHOOL: Flemish, TIMELINE: 1601-1650
37504	37504.jpg	AUTHOR: TETRODE, Willem Danielsz van, BORN-DIED: (b. ca. 1525, Delft, d. ca. 1587, Delft), TITLE: Hercules Pomarius, DATE: 1545-65, TECHNIQUE: Bronze, height 39 cm, LOCATION: Private collection, FORM: sculpture, TYPE: mythological, SCHOOL: Dutch, TIMELINE: 1551-1600
38682	38682.jpg	AUTHOR: TORRITI, Jacopo, BORN-DIED: (active c. 1270-1300), TITLE: Deësis vault, DATE: 1290s, TECHNIQUE: Fresco, LOCATION: Upper Church, San Francesco, Assisi, FORM: painting, TYPE: religious, SCHOOL: Italian, TIMELINE: 1251-1300
39561	39561.jpg	AUTHOR: UNKNOWN MASTER, Dutch, BORN-DIED: (active around 1650), TITLE: Wall Tile Painter, DATE: c. 1650, TECHNIQUE: Black charcoal, LOCATION: Amsterdam Museum, Amsterdam, FORM: graphics, TYPE: study, SCHOOL: Dutch, TIMELINE: 1601-1650
40334	40334.jpg	AUTHOR: UNKNOWN MASTER, Italian, BORN-DIED: (active in 1500-1510 in Padua), TITLE: Toad, DATE: 1500-10, TECHNIQUE: Bronze, diameter cm, LOCATION: Kunsthistorisches Museum, Vienna, FORM: sculpture, TYPE: other, SCHOOL: Italian, TIMELINE: 1501-1550
40827	40827.jpg	AUTHOR: VASARI, Giorgio, BORN-DIED: (b. 1511, Arezzo, d. 1574, Firenze), TITLE: Allegory Related to Alchemy, DATE: c. 1570, TECHNIQUE: Oil on slate, LOCATION: Palazzo Vecchio, Florence, FORM: painting, TYPE: mythological, SCHOOL: Italian, TIMELINE: 1551-1600
40945	40945.jpg	AUTHOR: VELÁZQUEZ, Diego Rodriguez de Silva y, BORN-DIED: (b. 1599, Sevilla, d. 1660, Madrid), TITLE: Young Man, DATE: c. 1629, TECHNIQUE: Oil on canvas, 89 x 69 cm, LOCATION: Alte Pinakothek, Munich, FORM: painting, TYPE: portrait, SCHOOL: Spanish, TIMELINE: 1601-1650
41303	41303.jpg	AUTHOR: VERMEER, Johannes, BORN-DIED: (b. 1632, Delft, d. 1675, Delft), TITLE: View of Delft, DATE: 1659-60, TECHNIQUE: Oil on canvas, 97 x 116 cm, LOCATION: Mauritshuis, The Hague, FORM: painting, TYPE: landscape, SCHOOL: Dutch, TIMELINE: 1651-1700
41805	41805.jpg	AUTHOR: VERWILT, François, BORN-DIED: (b. ca. 1620, Rotterdam, d. 1691, Rotterdam), TITLE: Adoration of the Shepherds, DATE: c. 1660, TECHNIQUE: Oil on panel, 42 x 62 cm, LOCATION: Private collection, FORM: painting, TYPE: religious, SCHOOL: Dutch, TIMELINE: 1651-1700
42039	42039.jpg	AUTHOR: VITTORIA, Alessandro, BORN-DIED: (b. 1525, Trento, d. 1608, Venezia), TITLE: St Sebastian, DATE: 1566, TECHNIQUE: Bronze, height 54 cm, LOCATION: Metropolitan Museum of Art, New York, FORM: sculpture, TYPE: religious, SCHOOL: Italian, TIMELINE: 1551-1600
43111	43111.jpg	AUTHOR: WTEWAEL, Peter, BORN-DIED: (b. 1596, Utrecht, d. 1660, Utrecht), TITLE: Allegory of Love, DATE: -, TECHNIQUE: Oil on canvas, 68 x 106 cm, LOCATION: Private collection, FORM: painting, TYPE: mythological, SCHOOL: Dutch, TIMELINE: 1601-1650
43121	43121.jpg	AUTHOR: WYCK, Jan, BORN-DIED: (b. 1644, Haarlem, d. 1700, Mortlake), TITLE: A Boating Scene, DATE: -, TECHNIQUE: Oil on canvas, 60 x 92 cm, LOCATION: Private collection, FORM: painting, TYPE: landscape, SCHOOL: Dutch, TIMELINE: 1651-1700
